State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
"N. Mariana Islands",17000,,,,2017,7,2015,4,
Ohio,3068477,631196,584452,46744,2017,7,2015,6,
Totals,75799663,13256356,9761547,3494809,2017,7,2015,6,
Alabama,1050432,,,,2017,7,2015,4,
Massachusetts,1725768,346929,0,346929,2017,7,2015,6,
"District of Columbia",249382,59533,59533,0,2017,7,2015,4,
Hawaii,299219,93038,34326,58712,2017,7,2015,4,
Maryland,1114597,219523,219523,0,2017,7,2015,5,
"Rhode Island",273839,57522,57522,0,2017,7,2015,5,
Washington,1752274,553653,538673,14980,2017,7,2015,6,
"South Carolina",1219575,,,,2017,7,2015,6,
"West Virginia",544129,165706,165706,0,2017,7,2015,6,
Maine,278348,,,,2017,7,2015,4,
Mississippi,745775,,,,2017,7,2015,4,
Wisconsin,1205893,,,,2017,7,2015,4,
"South Dakota",109596,,,,2017,7,2015,5,
Vermont,201355,57492,0,57492,2017,7,2015,5,
Wyoming,68680,,,,2017,7,2015,5,
"South Carolina",1205228,,,,2017,7,2015,4,
Guam,35521,2935,,2935,2017,7,2015,6,
Virginia,981581,,,,2017,7,2015,6,
"Virgin Islands",16860,,,,2017,7,2015,4,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
"District of Columbia",249170,60075,60075,0,2017,7,2015,5,
Connecticut,816680,181371,163440,17931,2017,7,2015,5,
"North Dakota",86773,18575,17971,604,2017,7,2015,5,
Alaska,130021,,,,2017,7,2015,4,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Georgia,1836674,,,,2017,7,2015,4,
Michigan,2277163,588417,550595,37822,2017,7,2015,6,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Nevada,525968,163252,163252,0,2017,7,2015,6,
Montana,130900,,,,2017,7,2015,4,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Arkansas,914169,253001,230046,22955,2017,7,2015,5,
Georgia,1843426,,,,2017,7,2015,5,
Montana,133147,,,,2017,7,2015,6,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Idaho,299310,,,,2017,7,2015,5,
Colorado,1221991,352472,350769,1703,2017,7,2015,4,
"Rhode Island",275385,58325,58325,0,2017,7,2015,6,
Totals,75980395,13148194,9653478,3494716,2017,7,2015,5,
Washington,1748214,546080,530631,15449,2017,7,2015,4,
Florida,4029355,,,,2017,7,2015,5,
Guam,35835,2932,,2932,2017,7,2015,5,
"South Carolina",1212822,,,,2017,7,2015,5,
"New Hampshire",181532,42544,42315,229,2017,7,2015,4,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Minnesota,1160651,198573,197748,825,2017,7,2015,5,
Tennessee,1567914,,,,2017,7,2015,4,
"New Jersey",1736690,591705,591705,0,2017,7,2015,6,"Awaiting state reporting/enrollment reasonableness review in progress"
Nevada,524902,164437,164437,0,2017,7,2015,5,
Connecticut,815915,183624,165710,17914,2017,7,2015,4,
Virginia,975003,,,,2017,7,2015,5,
Missouri,926536,,,,2017,7,2015,6,
Idaho,300242,,,,2017,7,2015,4,
Michigan,2256295,577800,539601,38199,2017,7,2015,4,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
California,13471736,2999555,2999555,0,2017,7,2015,6,"Awaiting state reporting/enrollment reasonableness review in progress"
Pennsylvania,2543029,476206,422776,53430,2017,7,2015,6,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Missouri,904979,,,,2017,7,2015,4,
"New Jersey",1733060,590585,590585,0,2017,7,2015,5,"Awaiting state reporting/enrollment reasonableness review in progress"
Idaho,297416,,,,2017,7,2015,6,
Nebraska,231873,,,,2017,7,2015,6,
Utah,327719,,,,2017,7,2015,4,
Texas,4282237,,,,2017,7,2015,6,
California,13783326,2879423,2879423,0,2017,7,2015,4,"Awaiting state reporting/enrollment reasonableness review in progress"
Guam,36315,2942,,2942,2017,7,2015,4,
"West Virginia",540259,163363,163363,0,2017,7,2015,5,
"West Virginia",539092,162000,162000,0,2017,7,2015,4,
Vermont,201885,57829,0,57829,2017,7,2015,6,
Indiana,1164051,279517,159005,120512,2017,7,2015,6,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Colorado,1241434,361944,360284,1660,2017,7,2015,6,
Connecticut,822050,174804,155237,19567,2017,7,2015,6,
Tennessee,1580857,,,,2017,7,2015,6,
Indiana,1151221,243388,129081,114307,2017,7,2015,4,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
"Puerto Rico",1125810,398382,,398382,2017,7,2015,6,
Wisconsin,1197958,,,,2017,7,2015,5,
Kentucky,1267940,424667,424667,0,2017,7,2015,5,
Oregon,1105141,527765,458143,69622,2017,7,2015,5,
Maryland,1125293,219428,219428,0,2017,7,2015,4,
"New Hampshire",180955,43263,43065,198,2017,7,2015,5,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Delaware,209937,60674,9618,51056,2017,7,2015,4,
Missouri,917094,,,,2017,7,2015,5,
Texas,4297120,,,,2017,7,2015,4,
"New Jersey",1728387,589980,589980,0,2017,7,2015,4,"Awaiting state reporting/enrollment reasonableness review in progress"
"North Dakota",86250,18641,18024,617,2017,7,2015,6,
"South Dakota",109509,,,,2017,7,2015,6,
"New Mexico",796158,214552,214552,0,2017,7,2015,4,
Indiana,1166913,269293,150006,119287,2017,7,2015,5,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Colorado,1232065,358112,356407,1705,2017,7,2015,5,
Iowa,571750,135186,126142,9044,2017,7,2015,5,
Illinois,2981099,668611,651810,16801,2017,7,2015,5,
Florida,4010895,,,,2017,7,2015,6,
Kansas,373592,,,,2017,7,2015,4,
"North Carolina",1975549,,,,2017,7,2015,6,
Georgia,1850981,,,,2017,7,2015,6,
"New Mexico",804026,218456,218456,0,2017,7,2015,6,
Nebraska,235833,,,,2017,7,2015,4,
"North Carolina",1977368,,,,2017,7,2015,4,
Ohio,3084169,608785,561309,47476,2017,7,2015,4,
Kentucky,1283812,436410,436410,0,2017,7,2015,4,
Massachusetts,1875935,410851,0,410851,2017,7,2015,4,
Texas,4282506,,,,2017,7,2015,5,
Louisiana,1415349,,,,2017,7,2015,5,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
"Puerto Rico",1135396,401565,,401565,2017,7,2015,5,
Oregon,1075072,517466,453684,63782,2017,7,2015,6,
Michigan,2273958,585168,547159,38009,2017,7,2015,5,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Maine,276093,,,,2017,7,2015,5,
Iowa,574772,138106,128901,9205,2017,7,2015,6,
Pennsylvania,2511834,447573,395345,52228,2017,7,2015,5,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Iowa,570133,132500,123513,8987,2017,7,2015,4,
"New York",6651763,2135811,250004,1885807,2017,7,2015,4,
Wyoming,66461,,,,2017,7,2015,6,
Maine,274915,,,,2017,7,2015,6,
Kansas,370922,,,,2017,7,2015,6,
"American Samoa",36726,,,,2017,7,2015,5,
"Virgin Islands",17416,,,,2017,7,2015,5,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Alabama,1053532,,,,2017,7,2015,5,
Kansas,373118,,,,2017,7,2015,5,
"New York",6657735,2134221,255736,1878485,2017,7,2015,6,
"N. Mariana Islands",17000,,,,2017,7,2015,5,
"Virgin Islands",17986,210,,210,2017,7,2015,6,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Oklahoma,756312,,,,2017,7,2015,4,
Minnesota,1138136,194500,193567,933,2017,7,2015,6,
Totals,76267789,13097088,9535553,3561535,2017,7,2015,4,
Oregon,1113781,538533,470086,68447,2017,7,2015,4,
Arizona,1769446,370520,88286,282234,2017,7,2015,6,
"New Mexico",800915,216544,216544,0,2017,7,2015,5,
"New Hampshire",182367,44115,43915,200,2017,7,2015,6,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
California,13635958,2933617,2933617,0,2017,7,2015,5,"Awaiting state reporting/enrollment reasonableness review in progress"
Vermont,200446,56997,0,56997,2017,7,2015,4,
Louisiana,1412885,,,,2017,7,2015,6,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
"South Dakota",109828,,,,2017,7,2015,4,
Wisconsin,1196191,,,,2017,7,2015,6,
Arkansas,928135,253354,230080,23274,2017,7,2015,6,
Nevada,527035,165620,165620,0,2017,7,2015,4,
"North Dakota",87452,18586,18022,564,2017,7,2015,4,
Alaska,122876,,,,2017,7,2015,6,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Delaware,210144,60666,9493,51173,2017,7,2015,5,
Alabama,1044251,,,,2017,7,2015,6,
Virginia,965314,,,,2017,7,2015,4,
Minnesota,1174293,201840,201133,707,2017,7,2015,4,
Maryland,1102052,217409,217409,0,2017,7,2015,6,
Tennessee,1575348,,,,2017,7,2015,5,
Ohio,3074489,619587,572488,47099,2017,7,2015,5,
Illinois,2996771,670134,653513,16621,2017,7,2015,4,
Nebraska,232450,,,,2017,7,2015,5,
Illinois,2964585,665578,644083,21495,2017,7,2015,6,
Utah,327262,,,,2017,7,2015,5,
Hawaii,301019,94596,34074,60522,2017,7,2015,5,
"Rhode Island",277074,57190,57190,0,2017,7,2015,4,
"District of Columbia",249174,60636,60636,0,2017,7,2015,6,
Oklahoma,758626,,,,2017,7,2015,5,
Montana,131829,,,,2017,7,2015,5,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
