State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
"Amer. Samoa",28183,,,,2020,2,2018,10,
Guam,36437,4151,,4151,2020,2,2018,11,
Michigan,2420714,687460,633017,54443,2020,2,2018,12,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"South Carolina",1264623,,,,2020,2,2018,11,
Alabama,1030845,,,,2020,2,2018,10,
Nevada,594711,212434,212434,0,2020,2,2018,11,
Totals,74770615,15151153,11945738,3205415,2020,2,2018,12,
Alaska,206870,50050,50046,4,2020,2,2018,12,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
California,12875160,3790254,3790254,0,2020,2,2018,10,
Colorado,1267068,398485,391400,7085,2020,2,2018,12,
Florida,3878529,,,,2020,2,2018,10,
Totals,75799027,15335170,12058478,3275692,2020,2,2018,10,
Montana,254940,97832,97832,0,2020,2,2018,12,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Oklahoma,640095,,,,2020,2,2018,12,
"Puerto Rico",1217207,402604,,402604,2020,2,2018,10,
Michigan,2428592,684432,626588,57844,2020,2,2018,10,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"North Dakota",92554,20430,19429,1001,2020,2,2018,10,
Minnesota,1097796,202437,201489,948,2020,2,2018,10,
Washington,1757941,560323,546598,13725,2020,2,2018,10,
Idaho,303522,,,,2020,2,2018,10,
"West Virginia",528207,161508,161508,0,2020,2,2018,11,
Georgia,1945609,,,,2020,2,2018,12,
"Rhode Island",308695,69511,69511,0,2020,2,2018,12,
Louisiana,1654528,494332,494332,0,2020,2,2018,10,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Tennessee,1512716,,,,2020,2,2018,10,
"North Carolina",2181656,,,,2020,2,2018,11,
Ohio,2858429,569651,569360,291,2020,2,2018,12,
Alabama,1029480,,,,2020,2,2018,11,
Maine,250778,0,0,0,2020,2,2018,11,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
"N. Mariana Islands",16334,,,,2020,2,2018,10,
"Virgin Islands",27284,12497,,12497,2020,2,2018,12,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Vermont,172504,56993,0,56993,2020,2,2018,11,
Connecticut,951730,264330,240657,23673,2020,2,2018,12,
Missouri,903552,,,,2020,2,2018,11,
"New Jersey",1656601,552053,552053,0,2020,2,2018,12,
Arkansas,862562,264626,263881,745,2020,2,2018,11,
Kansas,372118,,,,2020,2,2018,12,
"New Hampshire",185826,54920,54637,283,2020,2,2018,11,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Kentucky,1292585,449995,449995,0,2020,2,2018,12,
"Amer. Samoa",28183,,,,2020,2,2018,12,
Alaska,206088,48735,48732,3,2020,2,2018,10,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Iowa,602886,168966,154137,14829,2020,2,2018,11,
Colorado,1288644,409565,402363,7202,2020,2,2018,10,
Arizona,1875585,417955,106001,311954,2020,2,2018,11,
Arizona,1875915,420159,106170,313989,2020,2,2018,12,
Montana,257807,98633,98633,0,2020,2,2018,11,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"South Dakota",104100,,,,2020,2,2018,11,
Montana,259669,99148,99148,0,2020,2,2018,10,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Ohio,2900621,586054,585763,291,2020,2,2018,10,
Tennessee,1509553,,,,2020,2,2018,12,
Hawaii,315744,113064,21058,92006,2020,2,2018,11,
Maine,251140,0,0,0,2020,2,2018,10,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Massachusetts,1701088,334737,0,334737,2020,2,2018,12,
Virginia,1082925,0,0,0,2020,2,2018,12,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
"New Jersey",1667572,552008,552008,0,2020,2,2018,10,
"New York",6149602,1911261,300546,1610715,2020,2,2018,11,
Delaware,218580,62573,9702,52871,2020,2,2018,11,
Oregon,956800,458684,380477,78207,2020,2,2018,11,
"Puerto Rico",1223270,400209,,400209,2020,2,2018,12,
"Dist. Of Col.",260411,108584,67018,41566,2020,2,2018,10,
"West Virginia",531916,162893,162893,0,2020,2,2018,10,
Wyoming,56278,,,,2020,2,2018,12,
Missouri,897164,,,,2020,2,2018,12,
Washington,1759134,564404,550659,13745,2020,2,2018,11,
Florida,3717196,,,,2020,2,2018,12,
Louisiana,1649027,493404,493404,0,2020,2,2018,11,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Oklahoma,649827,,,,2020,2,2018,11,
Hawaii,317217,113491,20999,92492,2020,2,2018,10,
Illinois,2681580,688386,581454,106932,2020,2,2018,12,
Pennsylvania,2866246,774485,735754,38731,2020,2,2018,10,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Louisiana,1652110,495453,495453,0,2020,2,2018,12,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Indiana,1314309,304042,304042,0,2020,2,2018,11,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Idaho,304138,,,,2020,2,2018,12,
Utah,293018,,,,2020,2,2018,11,
Washington,1759718,568958,555071,13887,2020,2,2018,12,
"New Hampshire",186104,54851,54553,298,2020,2,2018,10,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
"New Mexico",834585,251482,251482,0,2020,2,2018,10,
"New Mexico",832586,252949,252949,0,2020,2,2018,12,
"South Dakota",104391,,,,2020,2,2018,10,
Texas,4217767,,,,2020,2,2018,12,
Connecticut,941142,259611,236522,23089,2020,2,2018,11,
Iowa,606771,169110,154410,14700,2020,2,2018,10,
"New York",6146669,1909545,300806,1608739,2020,2,2018,12,
Maryland,1214367,308841,308841,0,2020,2,2018,10,
"South Carolina",1264072,,,,2020,2,2018,10,
"Amer. Samoa",28183,,,,2020,2,2018,11,
Arkansas,845850,256595,255852,743,2020,2,2018,12,
Missouri,916574,,,,2020,2,2018,10,
Idaho,303763,,,,2020,2,2018,11,
Guam,36512,4127,,4127,2020,2,2018,10,
Wisconsin,1183158,,,,2020,2,2018,10,
Nebraska,243681,,,,2020,2,2018,12,
Vermont,174092,57632,0,57632,2020,2,2018,10,
"N. Mariana Islands",15871,,,,2020,2,2018,11,
"South Dakota",104062,,,,2020,2,2018,12,
