State,Total Medicaid Enrollees,Total VIII Group Enrollees,Total VIII Group Newly Eligible Enrollees,Total VIII Group Not Newly Eligible Enrollees,Updated Year,Updated Month,Enrollment Year,Enrollment Month,Notes
Alabama ,"1,098,728",N/A,N/A,N/A,2025,11,2024,7,
Alaska ,"244,354","73,759","73,755",4,2025,11,2024,7,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Amer. Samoa ,"33,746",N/A,N/A,N/A,2025,11,2024,7,
Arizona ,"2,155,226","625,172","124,090","501,082",2025,11,2024,7,
Arkansas ,"816,003","240,504","232,771","7,733",2025,11,2024,7,
California ,"14,927,376","5,021,000","4,997,458","23,542",2025,11,2024,7,
Colorado ,"1,153,289","354,577","348,183","6,394",2025,11,2024,7,
Connecticut ,"1,092,287","325,540","297,569","27,971",2025,11,2024,7,
Delaware ,"235,558","69,785","9,987","59,798",2025,11,2024,7,
District of Columbia ,"262,596","120,131","76,643","43,488",2025,11,2024,7,
Florida ,"4,235,430",N/A,N/A,N/A,2025,11,2024,7,
Georgia ,"2,172,329",N/A,N/A,N/A,2025,11,2024,7,
Guam ,"36,072","4,465",N/A,"4,465",2025,11,2024,7,
Hawaii ,"443,162","153,989","21,900","132,089",2025,11,2024,7,
Idaho ,"351,532","90,714","90,714",0,2025,11,2024,7,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Illinois ,"2,977,677","849,492","763,446","86,046",2025,11,2024,7,
Indiana ,"1,861,713","572,831","572,831",0,2025,11,2024,7,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Iowa ,"602,489","181,659","179,593","2,066",2025,11,2024,7,
Kansas ,"385,395",N/A,N/A,N/A,2025,11,2024,7,
Kentucky ,"1,375,847","477,750","477,750",0,2025,11,2024,7,
Louisiana ,"1,887,319","805,794","558,811","246,983",2025,11,2024,7,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Maine ,"396,677","112,099","88,146","23,953",2025,11,2024,7,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Maryland ,"1,443,899","417,852","417,852",0,2025,11,2024,7,
Massachusetts ,"2,006,070","413,512",0,"413,512",2025,11,2024,7,
Michigan ,"2,355,718","730,345","677,327","53,018",2025,11,2024,7,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Minnesota ,"1,201,105","229,174","229,174",0,2025,11,2024,7,
Mississippi ,"653,916",N/A,N/A,N/A,2025,11,2024,7,
Missouri ,"1,221,263","329,306","329,306",0,2025,11,2024,7,"Missouri expanded its Medicaid program by adopting the VIII Group on October 1, 2021."
Montana ,"222,826","80,116","80,116",0,2025,11,2024,7,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
N. Mariana Islands ,"17,489",N/A,N/A,N/A,2025,11,2024,7,
Nebraska ,"346,083","71,871","70,145","1,726",2025,11,2024,7,
Nevada ,"717,080","297,279","297,279",0,2025,11,2024,7,
New Hampshire ,"183,953","61,806","61,009",797,2025,11,2024,7,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
New Jersey ,"1,712,746","575,673","575,673",0,2025,11,2024,7,
New Mexico ,"897,450","289,031","289,031",0,2025,11,2024,7,
New York ,"7,013,307","2,105,813","322,822","1,782,991",2025,11,2024,7,
