State,Total Medicaid Enrollees,Total VIII Group Enrollees,Total VIII Group Newly Eligible Enrollees,Total VIII Group Not Newly Eligible Enrollees,Updated Year,Updated Month,Enrollment Year,Enrollment Month,Notes
Guam,33348,4417,,4417,2021,5,2020,8,
Michigan,2568093,768019,720329,47690,2021,5,2020,7,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
South Carolina,1324312,,,,2021,5,2020,8,
Alabama,1113166,,,,2021,5,2020,9,
Nevada,670975,249514,249514,0,2021,5,2020,8,
Totals,79309251,17166056,13619087,3546969,2021,5,2020,7,
Alaska,222723,59969,59969,0,2021,5,2020,7,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
California,12892566,3954890,3927007,27883,2021,5,2020,9,Awaiting state reporting/enrollment reasonableness review in progress.
Colorado,1303164,431837,423297,8540,2021,5,2020,7,
Florida,4252055,,,,2021,5,2020,9,
Totals,80938780,17740750,14091948,3648802,2021,5,2020,9,
Montana,248356,92652,92652,0,2021,5,2020,7,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Oklahoma,737924,,,,2021,5,2020,7,
Puerto Rico,1199697,430204,,430204,2021,5,2020,9,
Michigan,2631613,803612,754595,49017,2021,5,2020,9,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
North Dakota,103274,22593,21391,1202,2021,5,2020,9,
Minnesota,1139158,216433,215719,714,2021,5,2020,9,
Washington,1932791,637571,622033,15538,2021,5,2020,9,
Idaho,382293,81928,81928,0,2021,5,2020,9,"Idaho expanded its Medicaid program by adopting VIII Group on January 1, 2020."
West Virginia,549449,178252,178252,0,2021,5,2020,8,
Georgia,2101870,,,,2021,5,2020,7,
Rhode Island,305128,73961,73961,0,2021,5,2020,7,
Louisiana,1760034,561862,561862,0,2021,5,2020,9,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Tennessee,1644183,,,,2021,5,2020,9,
North Carolina,2290598,,,,2021,5,2020,8,
Ohio,2926487,561696,561404,292,2021,5,2020,7,
Alabama,1103184,,,,2021,5,2020,8,
Maine,314750,63225,49989,13236,2021,5,2020,8,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
N. Mariana Islands,16215,,,,2021,5,2020,9,
Virgin Islands,31882,15207,,15207,2021,5,2020,7,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Vermont,176679,62458,0,62458,2021,5,2020,8,
Connecticut,990928,286877,260446,26431,2021,5,2020,7,
Missouri,955423,,,,2021,5,2020,8,
New Jersey,1687587,580807,580807,0,2021,5,2020,7,
Arkansas,882897,285660,284747,913,2021,5,2020,8,
Kansas,374777,,,,2021,5,2020,7,
New Hampshire,198346,62396,62064,332,2021,5,2020,8,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
Kentucky,1458133,566795,566795,0,2021,5,2020,7,
Amer. Samoa,35002,,,,2021,5,2020,7,
Alaska,225188,61728,61727,1,2021,5,2020,9,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Iowa,649588,194570,167348,27222,2021,5,2020,8,
Colorado,1346548,452156,443744,8412,2021,5,2020,9,
Arizona,2021527,503099,137820,365279,2021,5,2020,8,
Arizona,1998408,490625,131048,359577,2021,5,2020,7,
Montana,251680,94155,94155,0,2021,5,2020,8,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
South Dakota,110617,,,,2021,5,2020,8,
Montana,254160,95315,95315,0,2021,5,2020,9,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Ohio,2957976,558312,558031,281,2021,5,2020,9,
Tennessee,1621399,,,,2021,5,2020,7,
Hawaii,343633,130662,22453,108209,2021,5,2020,8,
Maine,317797,64962,51291,13671,2021,5,2020,9,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Massachusetts,1728064,356034,0,356034,2021,5,2020,7,
Kentucky,1520103,617151,617151,0,2021,5,2020,8,
Virginia,1473316,436181,436181,0,2021,5,2020,7,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019. Awaiting state reporting/enrollment reasonableness review in progress."
New Jersey,1731462,603209,603209,0,2021,5,2020,9,
New York,6513847,2104474,364832,1739642,2021,5,2020,8,
Delaware,229335,68413,10188,58225,2021,5,2020,8,
Oregon,1061777,538992,447575,91417,2021,5,2020,8,
Puerto Rico,1182169,422789,,422789,2021,5,2020,7,
District of Columbia,268089,111414,70069,41345,2021,5,2020,9,
