State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
Illinois,2761797,744645,639116,105529,2021,5,2020,6,
Vermont,169291,57819,0,57819,2021,5,2020,4,
Georgia,2056580,,,,2021,5,2020,5,
Guam,34363,4464,,4464,2021,5,2020,5,
"Amer. Samoa",35002,,,,2021,5,2020,4,
Michigan,2465001,708445,660034,48411,2021,5,2020,4,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"South Carolina",1288568,,,,2021,5,2020,5,
Alabama,1082699,,,,2021,5,2020,6,
Nevada,627716,227050,227050,0,2021,5,2020,5,
Totals,76114580,16122919,12761433,3361486,2021,5,2020,4,
Alaska,219037,56934,56931,3,2021,5,2020,4,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"California *",12496095,3763540,3737423,26117,2021,5,2020,6,"Awaiting state reporting/enrollment reasonableness review in progress."
Colorado,1224701,387995,380126,7869,2021,5,2020,4,
Florida,4109278,,,,2021,5,2020,6,
Totals,78055480,16755755,13275696,3480059,2021,5,2020,6,
Montana,240538,88868,88868,0,2021,5,2020,4,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Oklahoma,677003,,,,2021,5,2020,4,
"Puerto Rico",1174184,418358,,418358,2021,5,2020,6,
Michigan,2534597,751687,704359,47328,2021,5,2020,6,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"North Dakota",94761,21528,20429,1099,2021,5,2020,6,
Minnesota,1098085,203617,202953,664,2021,5,2020,6,
Washington,1795931,599716,584238,15478,2021,5,2020,6,
Idaho,366300,73231,73231,0,2021,5,2020,6,"Idaho expanded its Medicaid program by adopting VIII Group on January 1, 2020."
"West Virginia",529406,166625,166625,0,2021,5,2020,5,
Georgia,2028836,,,,2021,5,2020,4,
"Rhode Island",296178,69348,69348,0,2021,5,2020,4,
Louisiana,1698669,527673,527673,0,2021,5,2020,6,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Tennessee,1599722,,,,2021,5,2020,6,
"North Carolina",2211323,,,,2021,5,2020,5,
Ohio,2865708,566910,566594,316,2021,5,2020,4,
Alabama,1073085,,,,2021,5,2020,5,
Maine,301721,56856,44746,12110,2021,5,2020,5,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
"N. Mariana Islands",16241,,,,2021,5,2020,6,
"Virgin Islands",31298,14717,,14717,2021,5,2020,4,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Vermont,171014,58872,0,58872,2021,5,2020,5,
Connecticut,971365,276562,250855,25707,2021,5,2020,4,
Missouri,903605,,,,2021,5,2020,5,
"New Jersey",1624308,546796,546796,0,2021,5,2020,4,
Arkansas,858323,271421,270530,891,2021,5,2020,5,
Kansas,360497,,,,2021,5,2020,4,
"New Hampshire",191327,58376,58081,295,2021,5,2020,5,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
Kentucky,1334076,479906,479906,0,2021,5,2020,4,
Alaska,221897,58593,58589,4,2021,5,2020,6,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Iowa,621957,185815,166008,19807,2021,5,2020,5,
Colorado,1282749,418599,410636,7963,2021,5,2020,6,
Arizona,1944923,464212,113446,350766,2021,5,2020,5,
Arizona,1916119,447308,107000,340308,2021,5,2020,4,
Montana,242849,90166,90166,0,2021,5,2020,5,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"South Dakota",105926,,,,2021,5,2020,5,
Montana,245643,91425,91425,0,2021,5,2020,6,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Ohio,2906252,562256,561960,296,2021,5,2020,6,
Tennessee,1576964,,,,2021,5,2020,4,
