State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
Alabama,"1,198,510 ",N/A,N/A,N/A,2022,12,2021,7,
Alaska,"242,176 ","67,514 ","67,514 ","0 ",2022,12,2021,7,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"Amer. Samoa","37,756 ",N/A,N/A,N/A,2022,12,2021,7,
Arizona,"2,209,576 ","612,641 ","187,166 ","425,475 ",2022,12,2021,7,
Arkansas,"961,997 ","325,512 ","317,962 ","7,550 ",2022,12,2021,7,
California,"13,771,342 ","4,442,911 ","4,413,961 ","28,950 ",2022,12,2021,7,
Colorado,"1,506,048 ","547,571 ","537,757 ","9,814 ",2022,12,2021,7,
Connecticut,"1,106,169 ","332,791 ","303,870 ","28,921 ",2022,12,2021,7,
Delaware,"255,056 ","79,084 ","12,373 ","66,711 ",2022,12,2021,7,
"Dist. Of Col.","269,648 ","121,851 ","78,747 ","43,104 ",2022,12,2021,7,
Florida,"4,868,694 ",N/A,N/A,N/A,2022,12,2021,7,
Georgia,"2,335,195 ",N/A,N/A,N/A,2022,12,2021,7,
Guam,"37,262 ","4,577 ",N/A,"4,577 ",2022,12,2021,7,
Hawaii,"426,005 ","162,406 ","28,677 ","133,729 ",2022,12,2021,7,
Idaho,"420,414 ","103,967 ","103,967 ","0 ",2022,12,2021,7,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Illinois,"3,106,697 ","880,219 ","778,028 ","102,191 ",2022,12,2021,7,
Indiana,"1,810,625 ","505,762 ","505,762 ","0 ",2022,12,2021,7,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Iowa,"716,993 ","228,572 ","188,658 ","39,914 ",2022,12,2021,7,
Kansas,"418,034 ",N/A,N/A,N/A,2022,12,2021,7,
Kentucky,"1,461,534 ","567,714 ","567,714 ","0 ",2022,12,2021,7,
Louisiana,"1,896,591 ","673,676 ","673,676 ","0 ",2022,12,2021,7,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Maine,"351,291 ","86,444 ","67,829 ","18,615 ",2022,12,2021,7,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Maryland,"1,452,952 ","400,869 ","400,869 ","0 ",2022,12,2021,7,
Massachusetts,"1,931,021 ","428,404 ","0 ","428,404 ",2022,12,2021,7,
