State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
"N. Mariana Islands",17000,,,,2017,7,2015,3,
"South Carolina",1192750,,,,2017,7,2015,3,
Pennsylvania,2372501,306180,264709,41471,2017,7,2015,2,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
"New York",6112572,1644807,239542,1405265,2017,7,2015,3,
"North Carolina",1963388,,,,2017,7,2015,2,
"New Jersey",1706282,576958,576958,0,2017,7,2015,2,
Delaware,206571,59308,9895,49413,2017,7,2015,1,
"N. Mariana Islands",17000,,,,2017,7,2015,2,
Indiana,1073787,148262,53862,94400,2017,7,2015,2,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Oklahoma,744445,,,,2017,7,2015,1,
Utah,327322,,,,2017,7,2015,3,
Michigan,2192397,528416,493138,35278,2017,7,2015,1,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Tennessee,1541027,,,,2017,7,2015,2,
"Virgin Islands",15254,,,,2017,7,2015,3,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Delaware,208500,60548,10062,50486,2017,7,2015,2,
Indiana,1077856,,,,2017,7,2015,1,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Mississippi,746151,,,,2017,7,2015,3,
Kansas,369197,,,,2017,7,2015,1,
Alaska,125747,,,,2017,7,2015,1,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"New York",6120209,1623702,237559,1386143,2017,7,2015,2,
"North Dakota",86930,18505,17970,535,2017,7,2015,3,"Awaiting state reporting/enrollment reasonableness review in progress"
"North Carolina",1954661,,,,2017,7,2015,1,
Colorado,1194129,339944,338313,1631,2017,7,2015,2,
California,13876665,2806541,2806541,0,2017,7,2015,3,
Oklahoma,753459,,,,2017,7,2015,3,
Ohio,3029613,567496,520890,46606,2017,7,2015,2,
Nevada,524277,166590,166590,0,2017,7,2015,2,
Alabama,1044093,,,,2017,7,2015,2,
Illinois,3011535,662952,646897,16055,2017,7,2015,3,
Nebraska,236975,,,,2017,7,2015,3,
Tennessee,1548261,,,,2017,7,2015,3,
Utah,326061,,,,2017,7,2015,2,
"New Jersey",1681857,558276,558276,0,2017,7,2015,1,
Iowa,549588,120138,110878,9260,2017,7,2015,1,
Totals,75423850,11509407,8660581,2848826,2017,7,2015,1,
"Puerto Rico",1126482,400758,,400758,2017,7,2015,2,
"American Samoa",36726,,,,2017,7,2015,3,
"South Dakota",109527,,,,2017,7,2015,2,
Totals,75658628,12106215,9103944,3002271,2017,7,2015,2,
Texas,4323965,,,,2017,7,2015,3,
"West Virginia",530372,153051,153051,0,2017,7,2015,1,
"New Jersey",1718121,584361,584361,0,2017,7,2015,3,
Kansas,371558,,,,2017,7,2015,2,
Pennsylvania,2441078,365067,318105,46962,2017,7,2015,3,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Nebraska,235134,,,,2017,7,2015,2,
Minnesota,1149993,198800,197948,852,2017,7,2015,3,
Georgia,1847089,,,,2017,7,2015,1,
"American Samoa",36726,,,,2017,7,2015,2,
Washington,1722940,535009,519492,15517,2017,7,2015,3,
Maryland,1159685,233174,233174,0,2017,7,2015,1,
"New Hampshire",180119,41590,41357,233,2017,7,2015,3,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Georgia,1825189,,,,2017,7,2015,3,
Guam,36257,2892,,2892,2017,7,2015,3,
Maine,277542,,,,2017,7,2015,2,
"North Dakota",85779,17872,17245,627,2017,7,2015,1,
Kansas,371933,,,,2017,7,2015,3,
Massachusetts,1935129,389616,0,389616,2017,7,2015,2,
Vermont,195412,53761,0,53761,2017,7,2015,1,
Nevada,525937,166393,166393,0,2017,7,2015,1,
Minnesota,1156250,200301,199570,731,2017,7,2015,2,
Arkansas,1181571,276934,237755,39179,2017,7,2015,2,
Illinois,2990911,623142,609406,13736,2017,7,2015,1,
Hawaii,286260,85011,33684,51327,2017,7,2015,1,
Montana,129663,,,,2017,7,2015,3,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Arizona,1737981,353011,64484,288527,2017,7,2015,1,
"American Samoa",36726,,,,2017,7,2015,1,
Florida,4020131,,,,2017,7,2015,1,
Idaho,296530,,,,2017,7,2015,2,
Oklahoma,748977,,,,2017,7,2015,2,
Maryland,1186270,260190,260190,0,2017,7,2015,3,
Virginia,940300,,,,2017,7,2015,2,
Guam,36807,2871,,2871,2017,7,2015,2,
