State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
Alabama,"1,222,711 ",N/A,N/A,N/A,2023,4,2021,10,
Alaska,"245,702 ","68,510 ","68,509 ","1 ",2023,4,2021,10,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"Amer. Samoa","31,434 ",N/A,N/A,N/A,2023,4,2021,10,
Arizona,"2,254,575 ","636,897 ","190,938 ","445,959 ",2023,4,2021,10,
Arkansas,"983,802 ","331,963 ","321,087 ","10,876 ",2023,4,2021,10,
California,"13,969,126 ","4,548,943 ","4,519,896 ","29,047 ",2023,4,2021,10,
Colorado,"1,541,034 ","556,813 ","546,717 ","10,096 ",2023,4,2021,10,
Connecticut,"1,125,052 ","380,973 ","352,046 ","28,927 ",2023,4,2021,10,
Delaware,"261,234 ","81,112 ","12,780 ","68,332 ",2023,4,2021,10,
"Dist. Of Col.","274,064 ","124,851 ","81,137 ","43,714 ",2023,4,2021,10,
Florida,"5,004,984 ",N/A,N/A,N/A,2023,4,2021,10,
Georgia,"2,387,406 ",N/A,N/A,N/A,2023,4,2021,10,
Guam,"36,391 ","4,311 ",N/A,"4,311 ",2023,4,2021,10,
Hawaii,"434,575 ","167,552 ","29,302 ","138,250 ",2023,4,2021,10,
Idaho,"428,906 ","108,678 ","108,678 ","0 ",2023,4,2021,10,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Illinois,"3,168,342 ","903,674 ","802,459 ","101,215 ",2023,4,2021,10,
Indiana,"1,859,175 ","520,976 ","520,976 ","0 ",2023,4,2021,10,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Iowa,"730,243 ","236,539 ","192,111 ","44,428 ",2023,4,2021,10,
Kansas,"428,870 ",N/A,N/A,N/A,2023,4,2021,10,
Kentucky,"1,486,781 ","589,158 ","589,158 ","0 ",2023,4,2021,10,
Louisiana,"1,921,794 ","698,600 ","698,600 ","0 ",2023,4,2021,10,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Maine,"359,314 ","91,061 ","71,712 ","19,349 ",2023,4,2021,10,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Maryland,"1,477,688 ","414,095 ","414,095 ","0 ",2023,4,2021,10,
Massachusetts,"1,993,041 ","444,326 ","0 ","444,326 ",2023,4,2021,10,
Michigan,"2,875,046 ","954,326 ","892,319 ","62,007 ",2023,4,2021,10,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Minnesota,"1,278,144 ","269,267 ","269,267 ","0 ",2023,4,2021,10,
Mississippi,"789,224 ",N/A,N/A,N/A,2023,4,2021,10,
Missouri,"1,113,922 ","14,005 ","14,005 ","0 ",2023,4,2021,10," Missouri expanded its Medicaid program by adopting the VIII Group on October 1, 2021."
Montana,"284,488 ","109,674 ","109,674 ","0 ",2023,4,2021,10,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"N. Mariana Islands","15,492 ",N/A,N/A,N/A,2023,4,2021,10,
Nebraska,"345,296 ","55,182 ","54,094 ","1,088 ",2023,4,2021,10,
Nevada,"768,469 ","324,083 ","324,083 ","0 ",2023,4,2021,10,
"New Hampshire","224,203 ","82,779 ","82,340 ","439 ",2023,4,2021,10,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
"New Jersey","1,937,015 ","703,369 ","703,369 ","0 ",2023,4,2021,10,
"New Mexico","948,018 ","290,980 ","290,980 ","0 ",2023,4,2021,10,
"New York","7,262,168 ","2,417,675 ","428,096 ","1,989,579 ",2023,4,2021,10,
"North Carolina","2,622,371 ",N/A,N/A,N/A,2023,4,2021,10,
"North Dakota","117,098 ","29,606 ","27,915 ","1,691 ",2023,4,2021,10,
Ohio,"3,344,806 ","777,250 ","776,998 ","252 ",2023,4,2021,10,
Oklahoma,"1,051,332 ","207,305 ","207,305 ","0 ",2023,4,2021,10,"Oklahoma expanded its Medicaid program by adopting the VIII Group on July 1, 2021."
Oregon,"1,201,156 ","655,653 ","563,252 ","92,401 ",2023,4,2021,10,
Pennsylvania,"3,379,340 ","1,069,623 ","1,014,011 ","55,612 ",2023,4,2021,10,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
"Puerto Rico","1,436,680 ","639,601 ",N/A,"639,601 ",2023,4,2021,10,
"Rhode Island","337,840 ","91,218 ","91,218 ","0 ",2023,4,2021,10,
"South Carolina","1,464,222 ",N/A,N/A,N/A,2023,4,2021,10,
"South Dakota","124,380 ",N/A,N/A,N/A,2023,4,2021,10,
Tennessee,"1,751,497 ",N/A,N/A,N/A,2023,4,2021,10,
Texas,"5,388,823 ",N/A,N/A,N/A,2023,4,2021,10,
Utah,"453,233 ","106,821 ","105,917 ","904 ",2023,4,2021,10,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Vermont,"194,701 ","71,851 ","0 ","71,851 ",2023,4,2021,10,
"Virgin Islands","35,381 ","17,225 ",N/A,"17,225 ",2023,4,2021,10,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Virginia,"1,737,760 ","590,167 ","590,167 ","0 ",2023,4,2021,10,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Washington,"2,037,317 ","757,605 ","741,922 ","15,683 ",2023,4,2021,10,
"West Virginia","617,695 ","217,308 ","217,308 ","0 ",2023,4,2021,10,
Wisconsin,"1,448,408 ",N/A,N/A,N/A,2023,4,2021,10,
Wyoming,"77,111 ",N/A,N/A,N/A,2023,4,2021,10,
Totals,"90,288,880 ","21,361,605 ","17,024,441 ","4,337,164 ",2023,4,2021,10,
Alabama,"1,230,457 ",N/A,N/A,N/A,2023,4,2021,11,
Alaska,"247,037 ","69,138 ","69,137 ","1 ",2023,4,2021,11,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"Amer. Samoa","31,434 ",N/A,N/A,N/A,2023,4,2021,11,
Arizona,"2,266,489 ","643,371 ","190,315 ","453,056 ",2023,4,2021,11,
Arkansas,"987,769 ","332,457 ","321,084 ","11,373 ",2023,4,2021,11,
California,"13,989,762 ","4,571,459 ","4,542,210 ","29,249 ",2023,4,2021,11,
Colorado,"1,551,929 ","562,343 ","552,247 ","10,096 ",2023,4,2021,11,
Connecticut,"1,138,476 ","389,585 ","360,354 ","29,231 ",2023,4,2021,11,
Delaware,"263,468 ","81,885 ","12,963 ","68,922 ",2023,4,2021,11,
"Dist. Of Col.","275,119 ","125,269 ","81,534 ","43,735 ",2023,4,2021,11,
Florida,"5,020,145 ",N/A,N/A,N/A,2023,4,2021,11,
Georgia,"2,402,537 ",N/A,N/A,N/A,2023,4,2021,11,
Guam,"36,433 ","4,357 ",N/A,"4,357 ",2023,4,2021,11,
Hawaii,"436,136 ","168,877 ","29,617 ","139,260 ",2023,4,2021,11,
Idaho,"430,352 ","110,132 ","110,132 ","0 ",2023,4,2021,11,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Illinois,"3,189,315 ","913,564 ","812,548 ","101,016 ",2023,4,2021,11,
Indiana,"1,869,053 ","527,319 ","527,319 ","0 ",2023,4,2021,11,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Iowa,"735,119 ","238,904 ","192,324 ","46,580 ",2023,4,2021,11,
Kansas,"431,754 ",N/A,N/A,N/A,2023,4,2021,11,
Kentucky,"1,486,648 ","589,157 ","589,157 ","0 ",2023,4,2021,11,
Louisiana,"1,928,352 ","706,679 ","706,679 ","0 ",2023,4,2021,11,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Maine,"356,796 ","91,116 ","72,202 ","18,914 ",2023,4,2021,11,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Maryland,"1,485,040 ","417,786 ","417,786 ","0 ",2023,4,2021,11,
Massachusetts,"2,153,737 ","444,597 ","0 ","444,597 ",2023,4,2021,11,
Michigan,"2,889,213 ","962,191 ","899,698 ","62,493 ",2023,4,2021,11,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Minnesota,"1,281,459 ","271,605 ","271,605 ","0 ",2023,4,2021,11,
Mississippi,"792,555 ",N/A,N/A,N/A,2023,4,2021,11,
Missouri,"1,128,019 ","20,927 ","20,927 ","0 ",2023,4,2021,11," Missouri expanded its Medicaid program by adopting the VIII Group on October 1, 2021."
Montana,"286,725 ","111,265 ","111,265 ","0 ",2023,4,2021,11,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"N. Mariana Islands","15,424 ",N/A,N/A,N/A,2023,4,2021,11,
Nebraska,"349,543 ","57,704 ","56,539 ","1,165 ",2023,4,2021,11,
Nevada,"774,927 ","327,396 ","327,396 ","0 ",2023,4,2021,11,
"New Hampshire","226,036 ","84,273 ","83,838 ","435 ",2023,4,2021,11,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
"New Jersey","1,949,845 ","709,432 ","709,432 ","0 ",2023,4,2021,11,
"New Mexico","951,923 ","291,223 ","291,223 ","0 ",2023,4,2021,11,
"New York","7,301,148 ","2,441,864 ","444,346 ","1,997,518 ",2023,4,2021,11,
"North Carolina","2,647,416 ",N/A,N/A,N/A,2023,4,2021,11,
"North Dakota","118,158 ","30,089 ","28,369 ","1,720 ",2023,4,2021,11,
Ohio,"3,365,113 ","788,492 ","788,244 ","248 ",2023,4,2021,11,
