State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
Totals,76273101,14705753,11289756,3415997,2017,9,2016,4,
Massachusetts,1794501,373615,,373615,2017,9,2016,5,
"New Hampshire",189727,52355,52139,216,2017,9,2016,6,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Illinois,2939202,682313,652460,29853,2017,9,2016,4,
Nebraska,237133,,,,2017,9,2016,4,
Arizona,1894781,425979,113122,312857,2017,9,2016,4,
"N. Mariana Islands",17000,,,,2017,9,2016,6,
Missouri,975580,,,,2017,9,2016,5,
Delaware,203024,59474,10523,48951,2017,9,2016,5,
Oregon,1103589,556715,481309,75406,2017,9,2016,4,
Kansas,390596,,,,2017,9,2016,4,
"American Samoa",40517,,,,2017,9,2016,4,
Minnesota,1140230,186630,185707,923,2017,9,2016,6,
Montana,208391,53334,53334,,2017,9,2016,6,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Vermont,202600,63178,,63178,2017,9,2016,6,
Wisconsin,1197358,,,,2017,9,2016,5,
Pennsylvania,2767234,728144,684877,43267,2017,9,2016,6,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
"South Dakota",108193,,,,2017,9,2016,5,
Idaho,306008,,,,2017,9,2016,4,
Alabama,1041933,,,,2017,9,2016,5,
"N. Mariana Islands",17000,,,,2017,9,2016,5,
Arizona,1884735,422256,111713,310543,2017,9,2016,5,
Kansas,394791,,,,2017,9,2016,5,
Nebraska,235898,,,,2017,9,2016,6,
Maryland,1126993,258610,258610,,2017,9,2016,5,
Indiana,1289875,391312,246736,144576,2017,9,2016,5,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
California,12656781,3673905,3673905,0,2017,9,2016,6,"Awaiting state reporting/enrollment reasonableness review in progress"
Maryland,1137919,264581,264581,,2017,9,2016,6,
Maine,268884,,,,2017,9,2016,4,
Ohio,3125387,707594,648967,58627,2017,9,2016,4,
Arkansas,880172,299806,289252,10554,2017,9,2016,6,
Illinois,2928304,681058,650129,30929,2017,9,2016,5,
Utah,336235,,,,2017,9,2016,4,
Arkansas,891368,290780,279649,11131,2017,9,2016,4,
"North Dakota",93315,21413,20414,999,2017,9,2016,5,"Awaiting state reporting/enrollment reasonableness review in progress"
Mississippi,726473,,,,2017,9,2016,6,
Minnesota,1169698,190523,189798,725,2017,9,2016,5,
Guam,35209,3223,,3223,2017,9,2016,6,
Kansas,400709,,,,2017,9,2016,6,
Hawaii,325600,113162,20332,92830,2017,9,2016,4,
Washington,1810216,593545,578723,14822,2017,9,2016,5,
Nevada,590856,202255,202255,,2017,9,2016,5,
"North Dakota",93422,21232,20230,1002,2017,9,2016,6,"Awaiting state reporting/enrollment reasonableness review in progress"
Alaska,158127,22377,22377,,2017,9,2016,6,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"Puerto Rico",1257015,364643,,364643,2017,9,2016,4,
Louisiana,1461054,,,,2017,9,2016,5,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Michigan,2313378,622760,580056,42704,2017,9,2016,5,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Oregon,1055130,522421,445483,76938,2017,9,2016,6,
"District of Columbia",246961,117042,75030,42012,2017,9,2016,6,
"American Samoa",40517,,,,2017,9,2016,5,
Wisconsin,1195052,,,,2017,9,2016,4,
Louisiana,1469271,,,,2017,9,2016,4,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Connecticut,862818,211602,196977,14625,2017,9,2016,6,
Florida,3987962,,,,2017,9,2016,6,
"South Carolina",1227515,,,,2017,9,2016,5,
"South Dakota",108226,,,,2017,9,2016,4,
California,12771628,3656474,3656474,0,2017,9,2016,5,"Awaiting state reporting/enrollment reasonableness review in progress"
Vermont,210672,66480,,66480,2017,9,2016,4,
Louisiana,1461548,,,,2017,9,2016,6,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
