State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
Montana,134213,,,,2017,7,2015,7,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"West Virginia",553559,171170,171170,,2017,7,2015,9,
Arkansas,903112,246590,223417,23173,2017,7,2015,9,
Massachusetts,1773349,358437,,358437,2017,7,2015,8,
Louisiana,1437394,,,,2017,7,2015,7,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
"New Jersey",1718754,575968,575968,0,2017,7,2015,8,"Awaiting state reporting/enrollment reasonableness review in progress"
Indiana,1212160,318272,188508,129764,2017,7,2015,9,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Illinois,2947648,660844,637519,23325,2017,7,2015,8,
Vermont,205355,59189,,59189,2017,7,2015,9,
"American Samoa",36726,,,,2017,7,2015,7,
Hawaii,306632,98417,33854,64563,2017,7,2015,7,
"New Jersey",1706670,565503,565503,0,2017,7,2015,9,"Awaiting state reporting/enrollment reasonableness review in progress"
Oregon,1083511,526306,460709,65597,2017,7,2015,7,
"Puerto Rico",1108446,395497,,395497,2017,7,2015,9,
Alabama,1050989,,,,2017,7,2015,7,
Indiana,1217064,307714,178357,129357,2017,7,2015,8,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Michigan,2304433,593408,557097,36311,2017,7,2015,9,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Kentucky,1256961,416131,416131,,2017,7,2015,7,
Maine,275128,,,,2017,7,2015,8,
Maine,275524,,,,2017,7,2015,9,
Georgia,1871484,,,,2017,7,2015,8,
Maine,275226,,,,2017,7,2015,7,
"Puerto Rico",1117894,395355,,395355,2017,7,2015,7,
"South Dakota",109090,,,,2017,7,2015,9,
Arkansas,926918,252501,229604,22897,2017,7,2015,7,
Kansas,377503,,,,2017,7,2015,8,
Vermont,204282,58790,,58790,2017,7,2015,8,
Wisconsin,1193394,,,,2017,7,2015,9,
California,13322528,3127900,3127900,0,2017,7,2015,8,"Awaiting state reporting/enrollment reasonableness review in progress"
Totals,75909607,13472262,10068588,3403674,2017,7,2015,8,
California,13366263,3058742,3058742,0,2017,7,2015,7,"Awaiting state reporting/enrollment reasonableness review in progress"
Iowa,583033,142742,133158,9584,2017,7,2015,8,
Oklahoma,699065,,,,2017,7,2015,8,
"North Dakota",86639,18996,18380,616,2017,7,2015,9,"Awaiting state reporting/enrollment reasonableness review in progress"
"South Carolina",1195718,,,,2017,7,2015,9,
Michigan,2279029,589350,552236,37114,2017,7,2015,7,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Illinois,2938060,656814,633388,23426,2017,7,2015,9,
Massachusetts,1778079,360116,,360116,2017,7,2015,7,
"Puerto Rico",1109419,394078,,394078,2017,7,2015,8,
"N. Mariana Islands",17000,,,,2017,7,2015,8,
Nevada,555121,182223,182223,,2017,7,2015,7,
Alaska,120077,1786,1786,,2017,7,2015,9,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"District of Columbia",249420,61404,61404,,2017,7,2015,7,
"North Dakota",86670,18833,18211,622,2017,7,2015,7,"Awaiting state reporting/enrollment reasonableness review in progress"
"South Carolina",1231561,,,,2017,7,2015,7,
Hawaii,311377,103411,33791,69620,2017,7,2015,9,
Washington,1770038,561565,546503,15062,2017,7,2015,8,
"New York",6604170,2031363,263870,1767493,2017,7,2015,7,
Michigan,2311231,594553,557724,36829,2017,7,2015,8,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Guam,35798,3029,,3029,2017,7,2015,9,
"N. Mariana Islands",17000,,,,2017,7,2015,7,
Colorado,1269735,379718,378214,1504,2017,7,2015,9,"Awaiting state reporting/enrollment reasonableness review in progress"
"Rhode Island",277813,58629,58629,,2017,7,2015,9,
Iowa,577718,139812,130511,9301,2017,7,2015,7,
Utah,325370,,,,2017,7,2015,7,
Nebraska,232688,,,,2017,7,2015,9,
Arkansas,922160,252951,229677,23274,2017,7,2015,8,
Texas,4298147,,,,2017,7,2015,8,
Pennsylvania,2584200,519659,464922,54737,2017,7,2015,8,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Maryland,1064080,220428,220428,,2017,7,2015,9,
Idaho,301173,,,,2017,7,2015,8,
Tennessee,1604714,,,,2017,7,2015,7,
Ohio,3056643,656958,609321,47637,2017,7,2015,8,
"Rhode Island",275835,58126,58126,,2017,7,2015,8,
Wyoming,65220,,,,2017,7,2015,8,
Guam,36128,3025,,3025,2017,7,2015,8,
"District of Columbia",250078,62809,62809,,2017,7,2015,9,
Washington,1763703,558244,543005,15239,2017,7,2015,7,
Georgia,1858478,,,,2017,7,2015,7,
Virginia,991161,,,,2017,7,2015,9,
"Rhode Island",277895,59165,59165,,2017,7,2015,7,
Alaska,120154,,,,2017,7,2015,7,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Mississippi,730354,,,,2017,7,2015,9,
"New Mexico",824841,226924,226924,,2017,7,2015,8,
Montana,135686,,,,2017,7,2015,8,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Kansas,369145,,,,2017,7,2015,9,
Missouri,935393,,,,2017,7,2015,8,
"New York",6583602,2019877,267636,1752241,2017,7,2015,9,
Wisconsin,1194301,,,,2017,7,2015,7,
Oklahoma,702654,,,,2017,7,2015,7,
"New York",6600403,2025294,266293,1759001,2017,7,2015,8,
"Virgin Islands",19724,857,,857,2017,7,2015,7,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Minnesota,1135410,190878,189999,879,2017,7,2015,9,
Idaho,299830,,,,2017,7,2015,7,
Missouri,934883,,,,2017,7,2015,7,
"N. Mariana Islands",17000,,,,2017,7,2015,9,
Totals,75846722,13326840,9922340,3404500,2017,7,2015,7,
Connecticut,793160,182038,167890,14148,2017,7,2015,9,
Totals,75771072,13594514,10176778,3417736,2017,7,2015,9,
Virginia,985915,,,,2017,7,2015,8,
Massachusetts,1789664,364102,,364102,2017,7,2015,9,
Alaska,120605,,,,2017,7,2015,8,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Wyoming,65093,,,,2017,7,2015,9,
"American Samoa",36726,,,,2017,7,2015,8,
Wisconsin,1197034,,,,2017,7,2015,8,
"West Virginia",552314,169782,169782,,2017,7,2015,8,
Minnesota,1169596,198921,198233,688,2017,7,2015,7,
Connecticut,788454,172008,159360,12648,2017,7,2015,8,
Mississippi,733558,,,,2017,7,2015,8,
Tennessee,1615360,,,,2017,7,2015,8,
"North Carolina",1976604,,,,2017,7,2015,9,
"Virgin Islands",20214,1605,,1605,2017,7,2015,8,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Delaware,211731,60824,9322,51502,2017,7,2015,7,
California,13261078,3189635,3189635,0,2017,7,2015,9,"Awaiting state reporting/enrollment reasonableness review in progress"
Texas,4282705,,,,2017,7,2015,7,
Nevada,559114,183742,183742,,2017,7,2015,8,
Louisiana,1439036,,,,2017,7,2015,9,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
"New Hampshire",183749,45132,44848,284,2017,7,2015,7,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Washington,1773109,563821,548782,15039,2017,7,2015,9,
Connecticut,810404,171831,158503,13328,2017,7,2015,7,
Delaware,210432,59719,9177,50542,2017,7,2015,9,
Idaho,301233,,,,2017,7,2015,9,
Arizona,1799729,377144,92235,284909,2017,7,2015,7,
Delaware,212189,60805,9246,51559,2017,7,2015,8,
Montana,136600,,,,2017,7,2015,9,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Pennsylvania,2565097,499917,445532,54385,2017,7,2015,7,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Vermont,203065,58341,,58341,2017,7,2015,7,
"American Samoa",36726,,,,2017,7,2015,9,
Louisiana,1440553,,,,2017,7,2015,8,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Alabama,1053898,,,,2017,7,2015,8,
Virginia,984616,,,,2017,7,2015,7,
Wyoming,65565,,,,2017,7,2015,7,
Pennsylvania,2608064,539653,484372,55281,2017,7,2015,9,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Minnesota,1169735,199528,198755,773,2017,7,2015,8,
"New Mexico",819511,224571,224571,,2017,7,2015,7,
Kentucky,1267423,425684,425684,,2017,7,2015,9,
Ohio,3051742,668803,620432,48371,2017,7,2015,9,
Kansas,373824,,,,2017,7,2015,7,
"North Carolina",1974802,,,,2017,7,2015,7,
Nevada,566360,187110,187110,,2017,7,2015,9,
"North Dakota",86697,18969,18334,635,2017,7,2015,8,"Awaiting state reporting/enrollment reasonableness review in progress"
"New Jersey",1727448,584558,584558,0,2017,7,2015,7,"Awaiting state reporting/enrollment reasonableness review in progress"
Tennessee,1623290,,,,2017,7,2015,9,
"New Hampshire",185636,46728,46533,195,2017,7,2015,9,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Maryland,1090529,219299,219299,,2017,7,2015,7,
Utah,326654,,,,2017,7,2015,8,
Oregon,1098058,536943,467859,69084,2017,7,2015,8,
"New Mexico",825672,228301,228301,,2017,7,2015,9,
Illinois,2957678,663705,641418,22287,2017,7,2015,7,
Kentucky,1262504,420299,420299,,2017,7,2015,8,
Oregon,1087255,534500,465704,68796,2017,7,2015,9,
Maryland,1081906,219938,219938,,2017,7,2015,8,
Missouri,934395,,,,2017,7,2015,9,
Florida,3965837,,,,2017,7,2015,9,
Arizona,1803537,379826,94561,285265,2017,7,2015,8,
