State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
Alabama,"1,309,952 ",N/A,N/A,N/A,2024,5,2022,10,
Alaska,"256,067 ","73,212 ","73,211 ","1 ",2024,5,2022,10,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"Amer. Samoa","33,887 ",N/A,N/A,N/A,2024,5,2022,10,
Arizona,"2,411,219 ","715,898 ","191,867 ","524,031 ",2024,5,2022,10,
Arkansas,"1,056,045 ","343,106 ","325,876 ","17,230 ",2024,5,2022,10,
California,"14,899,528 ","5,006,476 ","4,975,855 ","30,621 ",2024,5,2022,10,
Colorado,"1,661,428 ","607,448 ","599,601 ","7,847 ",2024,5,2022,10,
Connecticut,"1,154,028 ","367,160 ","335,786 ","31,374 ",2024,5,2022,10,
Delaware,"286,239 ","94,281 ","14,867 ","79,414 ",2024,5,2022,10,
"Dist. Of Col.","288,953 ","135,662 ","90,443 ","45,219 ",2024,5,2022,10,
Florida,"5,455,815 ",N/A,N/A,N/A,2024,5,2022,10,
Georgia,"2,525,872 ",N/A,N/A,N/A,2024,5,2022,10,
Guam,"43,385 ","5,848 ",N/A,"5,848 ",2024,5,2022,10,
Hawaii,"460,886 ","185,038 ","31,624 ","153,414 ",2024,5,2022,10,
"Idaho *","470,049 ","141,516 ","141,516 ","0 ",2024,5,2022,10,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Illinois,"3,412,599 ","1,011,734 ","913,035 ","98,699 ",2024,5,2022,10,
Indiana,"2,028,716 ","583,226 ","583,226 ","0 ",2024,5,2022,10,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Iowa,"784,039 ","257,126 ","193,127 ","63,999 ",2024,5,2022,10,
Kansas,"461,437 ",N/A,N/A,N/A,2024,5,2022,10,
Kentucky,"1,564,993 ","635,006 ","635,006 ","0 ",2024,5,2022,10,
Louisiana,"2,010,999 ","755,391 ","755,391 ","0 ",2024,5,2022,10,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Maine,"390,487 ","106,935 ","85,050 ","21,885 ",2024,5,2022,10,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Maryland,"1,570,580 ","452,322 ","452,322 ","0 ",2024,5,2022,10,
Massachusetts,"2,165,502 ","486,393 ","0 ","486,393 ",2024,5,2022,10,
Michigan,"3,026,844 ","1,035,191 ","967,216 ","67,975 ",2024,5,2022,10,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Minnesota,"1,377,072 ","307,212 ","307,212 ","0 ",2024,5,2022,10,
Mississippi,"830,349 ",N/A,N/A,N/A,2024,5,2022,10,
Missouri,"1,394,917 ","274,164 ","274,164 ","0 ",2024,5,2022,10,"Missouri expanded its Medicaid program by adopting the VIII Group on October 1, 2021."
Montana,"303,340 ","118,848 ","118,848 ","0 ",2024,5,2022,10,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"N. Mariana Islands","18,738 ",N/A,N/A,N/A,2024,5,2022,10,
Nebraska,"384,063 ","76,084 ","74,389 ","1,695 ",2024,5,2022,10,
Nevada,"830,924 ","363,105 ","363,105 ","0 ",2024,5,2022,10,
"New Hampshire","233,764 ","92,291 ","91,794 ","497 ",2024,5,2022,10,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014."
"New Jersey","2,051,856 ","747,249 ","747,249 ","0 ",2024,5,2022,10,
"New Mexico","986,422 ","296,051 ","296,051 ","0 ",2024,5,2022,10,
"New York","7,680,825 ","2,539,582 ","434,139 ","2,105,443 ",2024,5,2022,10,
"North Carolina","2,863,985 ",N/A,N/A,N/A,2024,5,2022,10,
"North Dakota","129,601 ","35,157 ","33,487 ","1,670 ",2024,5,2022,10,
Ohio,"3,514,966 ","851,164 ","850,914 ","250 ",2024,5,2022,10,
Oklahoma,"1,214,965 ","339,553 ","339,553 ","0 ",2024,5,2022,10,"Oklahoma expanded its Medicaid program by adopting the VIII Group on July 1, 2021."
Oregon,"1,287,789 ","713,769 ","604,860 ","108,909 ",2024,5,2022,10,
Pennsylvania,"3,596,140 ","1,148,733 ","1,083,201 ","65,532 ",2024,5,2022,10,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
"Puerto Rico","1,494,510 ","677,286 ",N/A,"677,286 ",2024,5,2022,10,
"Rhode Island","352,153 ","98,736 ","98,736 ","0 ",2024,5,2022,10,
"South Carolina","1,572,719 ",N/A,N/A,N/A,2024,5,2022,10,
"South Dakota","134,457 ",N/A,N/A,N/A,2024,5,2022,10,"South Dakota expanded its Medicaid program by adopting the VIII Group on July 1, 2023."
Tennessee,"1,847,151 ",N/A,N/A,N/A,2024,5,2022,10,
Texas,"5,994,438 ",N/A,N/A,N/A,2024,5,2022,10,
Utah,"507,462 ","135,546 ","134,566 ","980 ",2024,5,2022,10,"Utah expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Vermont,"200,875 ","88,270 ","0 ","88,270 ",2024,5,2022,10,
"Virgin Islands","37,480 ","18,399 ",N/A,"18,399 ",2024,5,2022,10,"The Virgin Islands expanded its Medicaid program by adopting the VIII Group on June 1, 2015."
Virginia,"1,899,241 ","691,695 ","691,695 ","0 ",2024,5,2022,10,"Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Washington,"2,151,256 ","827,601 ","808,530 ","19,071 ",2024,5,2022,10,
"West Virginia","655,097 ","241,082 ","241,082 ","0 ",2024,5,2022,10,
Wisconsin,"1,543,953 ",N/A,N/A,N/A,2024,5,2022,10,
Wyoming,"84,568 ",N/A,N/A,N/A,2024,5,2022,10,
Totals,"96,904,625 ","23,680,546 ","18,958,594 ","4,721,952 ",2024,5,2022,10,
Alabama,"1,317,561 ",N/A,N/A,N/A,2024,5,2022,11,
Alaska,"256,992 ","73,792 ","73,791 ","1 ",2024,5,2022,11,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"Amer. Samoa","33,887 ",N/A,N/A,N/A,2024,5,2022,11,
Arizona,"2,420,427 ","722,731 ","193,029 ","529,702 ",2024,5,2022,11,
Arkansas,"1,060,068 ","343,621 ","325,616 ","18,005 ",2024,5,2022,11,
California,"14,948,667 ","5,049,366 ","5,018,469 ","30,897 ",2024,5,2022,11,
Colorado,"1,672,159 ","613,035 ","605,220 ","7,815 ",2024,5,2022,11,
Connecticut,"1,159,868 ","370,439 ","338,919 ","31,520 ",2024,5,2022,11,
Delaware,"287,985 ","95,183 ","15,109 ","80,074 ",2024,5,2022,11,
