State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
"Dist. Of Col.",261661,110826,70172,40654,2019,12,2018,3,
Nevada,598712,214570,214570,0,2019,12,2018,2,
Texas,4304474,,,,2019,12,2018,2,
"New York",6166041,1937397,303464,1633933,2019,12,2018,2,
Pennsylvania,2745884,798424,757342,41082,2019,12,2018,1,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Totals,77061511,15805637,12384750,3421157,2019,12,2018,1,
Minnesota,1078140,202237,201547,690,2019,12,2018,3,
Totals,76816414,15643345,12338135,3305210,2019,12,2018,2,
"West Virginia",542038,168039,168039,0,2019,12,2018,2,
"N. Mariana Islands",1492,,,,2019,12,2018,1,
Arkansas,929130,300840,300546,294,2019,12,2018,2,
Guam,35203,3869,,3869,2019,12,2018,3,
"West Virginia",542281,169044,169044,0,2019,12,2018,1,
Oregon,953677,451266,380076,71190,2019,12,2018,3,
Colorado,1303683,410736,408472,2264,2019,12,2018,1,
Nebraska,247459,,,,2019,12,2018,3,
Nebraska,246679,,,,2019,12,2018,2,
Hawaii,331067,120890,22889,98001,2019,12,2018,2,
Kansas,370031,,,,2019,12,2018,3,
"New York",6170793,1941667,304192,1637745,2019,12,2018,1,
"Rhode Island",309321,69813,69813,0,2019,12,2018,2,
"North Dakota",93019,20893,19828,1065,2019,12,2018,1,
"Amer. Samoa",27898,,,,2019,12,2018,1,
Alabama,1022959,,,,2019,12,2018,3,
Texas,4326704,,,,2019,12,2018,1,
Kansas,374385,,,,2019,12,2018,1,
Vermont,178890,58948,0,58948,2019,12,2018,3,
"New Mexico",859338,257150,257150,0,2019,12,2018,2,
"North Dakota",93182,20818,19747,1071,2019,12,2018,2,
Colorado,1298809,410725,408481,2244,2019,12,2018,2,
Washington,1783138,579950,566816,13134,2019,12,2018,3,
"N. Mariana Islands",1473,,,,2019,12,2018,3,
Connecticut,920198,242204,222150,20054,2019,12,2018,1,
Oregon,959901,453840,382597,71243,2019,12,2018,2,
Mississippi,692063,,,,2019,12,2018,3,
Kentucky,1353473,492959,492959,0,2019,12,2018,1,
"New Jersey",1699765,568364,568364,0,2019,12,2018,1,
Indiana,1346039,319894,319894,0,2019,12,2018,2,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
"Amer. Samoa",27898,,,,2019,12,2018,3,
Montana,256839,94916,94916,0,2019,12,2018,1,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Vermont,178454,58761,0,58761,2019,12,2018,1,
Minnesota,1095709,206685,205983,702,2019,12,2018,2,
Guam,35942,3871,,3871,2019,12,2018,1,
Oregon,967193,458746,386839,71907,2019,12,2018,1,
Ohio,3014231,640211,639852,359,2019,12,2018,2,
Totals,76672124,15628063,12263229,3364834,2019,12,2018,3,
Washington,1799869,584973,571589,13384,2019,12,2018,1,
Idaho,299518,,,,2019,12,2018,3,
Connecticut,913961,241433,221086,20347,2019,12,2018,2,
Missouri,963062,,,,2019,12,2018,2,
Maine,257452,0,0,0,2019,12,2018,3,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Iowa,594982,157220,144106,13114,2019,12,2018,1,
Alabama,1020587,,,,2019,12,2018,1,
Wyoming,59067,,,,2019,12,2018,3,
Michigan,2446407,696572,635680,60892,2019,12,2018,2,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Arizona,1871923,415803,107641,308162,2019,12,2018,3,
Arizona,1912427,426466,111692,314774,2019,12,2018,1,
Tennessee,1641168,,,,2019,12,2018,1,
"New Hampshire",189766,55736,55450,286,2019,12,2018,3,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
"New Hampshire",190733,56186,55908,278,2019,12,2018,2,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Tennessee,1604631,,,,2019,12,2018,3,
"South Dakota",105692,,,,2019,12,2018,2,
"New Jersey",1690042,567189,567189,0,2019,12,2018,3,
Maine,256424,0,0,0,2019,12,2018,2,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Mississippi,696685,,,,2019,12,2018,2,
Arkansas,922157,292573,292299,274,2019,12,2018,3,
Connecticut,927932,246769,225756,21013,2019,12,2018,3,
Iowa,598557,159281,146143,13138,2019,12,2018,2,
Hawaii,331796,121219,22886,98333,2019,12,2018,3,
"New Hampshire",191335,56780,56508,272,2019,12,2018,1,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
"Puerto Rico",1257013,383202,,383202,2019,12,2018,1,
Louisiana,1647299,473172,473172,0,2019,12,2018,1,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Alabama,1018967,,,,2019,12,2018,2,
Massachusetts,1809251,369509,0,369509,2019,12,2018,1,
California,12966593,3787079,3787079,0,2019,12,2018,3,
California,13175429,3847630,3847630,0,2019,12,2018,1,
Illinois,2892062,737515,631243,106272,2019,12,2018,2,
Minnesota,1107477,210270,209570,700,2019,12,2018,1,
"Virgin Islands",23934,9617,,9617,2019,12,2018,1,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Michigan,2450490,699032,638686,60346,2019,12,2018,3,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Idaho,309471,,,,2019,12,2018,1,
"Rhode Island",308248,69290,69290,0,2019,12,2018,3,
Florida,3968314,,,,2019,12,2018,2,
"New Jersey",1699435,568669,568669,0,2019,12,2018,2,
Missouri,958954,,,,2019,12,2018,3,
"North Carolina",2150335,,,,2019,12,2018,2,
"Virgin Islands",24198,9751,,9751,2019,12,2018,2,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Kansas,370313,,,,2019,12,2018,2,
Texas,4285311,,,,2019,12,2018,3,
Maine,256182,0,0,0,2019,12,2018,1,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Wyoming,59092,,,,2019,12,2018,1,
