State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
Hawaii,280525,82168,33387,48781,2016,12,2014,12,
"New Jersey",1659225,543733,543733,0,2016,12,2014,12,
Alabama,1049711,,,,2016,12,2014,12,
Kentucky,1229241,396777,396777,0,2016,12,2014,12,
"South Dakota",107651,,,,2016,12,2014,10,
Florida,3954371,,,,2016,12,2014,10,
Virginia,930299,,,,2016,12,2014,12,
"District of Columbia",242299,53182,53182,0,2016,12,2014,10,
"New York",5950762,1421397,188229,1233168,2016,12,2014,11,
"American Samoa",36726,,,,2016,12,2014,12,
Oregon,1006433,466739,407990,58749,2016,12,2014,12,
Wisconsin,1181362,,,,2016,12,2014,11,
Nebraska,233803,,,,2016,12,2014,12,
Totals,74084538,10346257,7735723,2610534,2016,12,2014,11,
Virginia,919811,,,,2016,12,2014,10,
Iowa,550876,116331,108108,8223,2016,12,2014,10,
Delaware,201892,56241,9203,47038,2016,12,2014,10,
Tennessee,1504276,,,,2016,12,2014,12,
Utah,325161,,,,2016,12,2014,10,
Texas,4330326,,,,2016,12,2014,12,
Vermont,190805,50811,0,50811,2016,12,2014,11,
Missouri,834854,,,,2016,12,2014,11,
Virginia,931238,,,,2016,12,2014,11,
"Virgin Islands",16006,,,,2016,12,2014,10,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Washington,1638483,467976,452144,15832,2016,12,2014,10,
"West Virginia",527194,154292,154292,0,2016,12,2014,12,
Kentucky,1209927,382372,382372,0,2016,12,2014,11,
Texas,4319287,,,,2016,12,2014,11,
"N. Mariana Islands",17000,,,,2016,12,2014,11,
Massachusetts,1981413,343836,0,343836,2016,12,2014,12,
Georgia,1791849,,,,2016,12,2014,10,
Ohio,2896197,469600,433862,35738,2016,12,2014,11,
Guam,36739,2845,,2845,2016,12,2014,11,
Alaska,118437,,,,2016,12,2014,12,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Nebraska,237519,,,,2016,12,2014,10,
Minnesota,1100701,184916,183824,1092,2016,12,2014,12,
Maryland,1101896,202972,202972,0,2016,12,2014,10,
Ohio,2923044,485312,448378,36934,2016,12,2014,12,
Texas,4312511,,,,2016,12,2014,10,
"South Carolina",1183758,,,,2016,12,2014,10,
"Rhode Island",266274,51336,51336,0,2016,12,2014,11,
Hawaii,272164,77672,32848,44824,2016,12,2014,10,
Vermont,192488,51863,0,51863,2016,12,2014,12,
