State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
Alabama,"1,364,577 ",N/A,N/A,N/A,2024,11,2023,4,
Alaska,"261,307 ","75,199 ","75,199 ","0 ",2024,11,2023,4,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"Amer. Samoa","33,887 ",N/A,N/A,N/A,2024,11,2023,4,
Arizona,"2,433,716 ","737,790 ","185,937 ","551,853 ",2024,11,2023,4,
Arkansas,"1,065,074 ","338,874 ","319,948 ","18,926 ",2024,11,2023,4,
California,"15,334,686 ","5,281,624 ","5,250,097 ","31,527 ",2024,11,2023,4,
Colorado,"1,706,020 ","631,265 ","618,738 ","12,527 ",2024,11,2023,4,
Connecticut,"1,188,840 ","382,886 ","350,944 ","31,942 ",2024,11,2023,4,
Delaware,"298,017 ","101,497 ","16,205 ","85,292 ",2024,11,2023,4,
"Dist. Of Col.","295,197 ","141,249 ","95,163 ","46,086 ",2024,11,2023,4,
Florida,"5,710,996 ",N/A,N/A,N/A,2024,11,2023,4,
Georgia,"2,604,887 ",N/A,N/A,N/A,2024,11,2023,4,
Guam,"44,865 ","6,232 ",N/A,"6,232 ",2024,11,2023,4,
Hawaii,"471,659 ","191,449 ","32,557 ","158,892 ",2024,11,2023,4,
Idaho,"469,171 ","143,959 ","143,959 ","0 ",2024,11,2023,4,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Illinois,"3,496,748 ","995,430 ","915,846 ","79,584 ",2024,11,2023,4,
Indiana,"2,113,952 ","621,070 ","621,070 ","0 ",2024,11,2023,4,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015.  "
Iowa,"812,228 ","270,893 ","199,450 ","71,443 ",2024,11,2023,4,
Kansas,"474,116 ",N/A,N/A,N/A,2024,11,2023,4,
Kentucky,"1,610,393 ","664,493 ","664,493 ","0 ",2024,11,2023,4,
