State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
Alabama,"1,265,133 ",N/A,N/A,N/A,2023,10,2022,4,
Alaska,"252,276 ","70,890 ","70,888 ","2 ",2023,10,2022,4,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"Amer. Samoa","31,434 ",N/A,N/A,N/A,2023,10,2022,4,
Arizona,"2,328,557 ","673,406 ","190,211 ","483,195 ",2023,10,2022,4,
Arkansas,"1,027,582 ","340,651 ","330,906 ","9,745 ",2023,10,2022,4,
California,"14,363,770 ","4,775,574 ","4,745,599 ","29,975 ",2023,10,2022,4,
Colorado,"1,608,456 ","589,545 ","578,620 ","10,925 ",2023,10,2022,4,
Connecticut,"1,117,080 ","353,335 ","323,785 ","29,550 ",2023,10,2022,4,
Delaware,"274,718 ","89,600 ","13,992 ","75,608 ",2023,10,2022,4,
"Dist. Of Col.","281,801 ","129,933 ","85,467 ","44,466 ",2023,10,2022,4,
Florida,"5,152,004 ",N/A,N/A,N/A,2023,10,2022,4,
Georgia,"2,470,438 ",N/A,N/A,N/A,2023,10,2022,4,
Guam,"39,555 ","5,019 ",N/A,"5,019 ",2023,10,2022,4,
Hawaii,"447,824 ","176,866 ","30,702 ","146,164 ",2023,10,2022,4,
Idaho,"443,280 ","126,889 ","126,889 ","0 ",2023,10,2022,4,"Idaho expanded its Medicaid program by adopting the VIII Group on January 1, 2020."
Illinois,"3,284,616 ","949,532 ","850,393 ","99,139 ",2023,10,2022,4,
Indiana,"1,965,398 ","555,956 ","555,956 ","0 ",2023,10,2022,4,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015."
Iowa,"756,600 ","248,164 ","193,196 ","54,968 ",2023,10,2022,4,
Kansas,"446,386 ",N/A,N/A,N/A,2023,10,2022,4,
Kentucky,"1,516,263 ","604,993 ","604,993 ","0 ",2023,10,2022,4,
Louisiana,"8,563,852 ","7,330,390 ","7,330,390 ","0 ",2023,10,2022,4,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Maine,"375,854 ","100,685 ","79,740 ","20,945 ",2023,10,2022,4,"Maine Expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Maryland,"5,479,697 ","4,389,074 ","4,389,074 ","0 ",2023,10,2022,4,
Massachusetts,"2,080,282 ","467,456 ","0 ","467,456 ",2023,10,2022,4,
Michigan,"2,951,035 ","998,456 ","934,393 ","64,063 ",2023,10,2022,4,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Minnesota,"1,324,536 ","287,969 ","287,969 ","0 ",2023,10,2022,4,
