State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
Utah,312205,,,,2016,12,2014,8,
Georgia,1765444,,,,2016,12,2014,7,
Guam,36643,3034,,3034,2016,12,2014,9,
Connecticut,827896,166350,157012,9338,2016,12,2014,7,
Colorado,1106597,274903,273589,1314,2016,12,2014,9,
"Puerto Rico",1805746,595110,,595110,2016,12,2014,9,
Vermont,185367,48624,0,48624,2016,12,2014,7,
Wyoming,69584,,,,2016,12,2014,8,
Oklahoma,756287,,,,2016,12,2014,8,
Oregon,985516,433330,349843,83487,2016,12,2014,7,
Wisconsin,1200598,,,,2016,12,2014,8,
Florida,3934638,,,,2016,12,2014,9,
"New Mexico",712716,157466,157466,0,2016,12,2014,7,
Ohio,2790025,391883,362061,29822,2016,12,2014,7,
Hawaii,278592,74781,35993,38788,2016,12,2014,9,
Oregon,1003425,443512,360422,83090,2016,12,2014,9,
"New Jersey",1586539,486894,486894,0,2016,12,2014,8,
"South Dakota",107565,,,,2016,12,2014,8,
Missouri,794421,,,,2016,12,2014,8,
Delaware,196529,57449,7570,49879,2016,12,2014,7,
"Puerto Rico",1776692,576809,,576809,2016,12,2014,7,
Arkansas,853244,256553,208498,48055,2016,12,2014,9,
Virginia,910819,,,,2016,12,2014,7,
Alaska,117862,,,,2016,12,2014,7,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Michigan,2124871,410025,381379,28646,2016,12,2014,9,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Delaware,200131,56879,8193,48686,2016,12,2014,8,
Kansas,367766,,,,2016,12,2014,8,
"N. Mariana Islands",17000,,,,2016,12,2014,8,
Pennsylvania,2077675,,,,2016,12,2014,9,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Ohio,2854368,437833,404512,33321,2016,12,2014,9,
Florida,3920993,,,,2016,12,2014,8,
Arizona,1662928,310592,44856,265736,2016,12,2014,7,
Washington,1621809,455777,440354,15423,2016,12,2014,9,
Wyoming,69793,,,,2016,12,2014,7,
"South Dakota",107830,,,,2016,12,2014,7,
"Virgin Islands",15676,,,,2016,12,2014,9,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
