State,Total Medicaid Enrollees,Total VIII Group Enrollees,Total VIII Group Newly Eligible Enrollees,Total VIII Group Not Newly Eligible Enrollees,Updated Year,Updated Month,Enrollment Year,Enrollment Month,Notes
Michigan,2430616,681501,620220,61281,2019,12,2017,11,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Louisiana,1639527,461812,461812,0,2019,12,2017,11,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Nevada,592748,212028,212028,0,2019,12,2017,11,
Nevada,594751,211805,211805,0,2019,12,2017,10,
Michigan,2429766,676476,615416,61060,2019,12,2017,10,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Arizona,1936160,430958,113019,317939,2019,12,2017,11,
District of Columbia,263058,112725,70903,41822,2019,12,2017,11,
Maryland,1220041,309040,309040,0,2019,12,2017,11,
New York,6126936,1915571,295393,1620178,2019,12,2017,10,
Montana,250605,91498,91498,0,2019,12,2017,12,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Virgin Islands,23492,9363,,9363,2019,12,2017,12,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Arkansas,936199,305607,305284,323,2019,12,2017,10,
Puerto Rico,1247119,376428,,376428,2019,12,2017,12,
South Carolina,1259031,,,,2019,12,2017,12,
Delaware,211123,62358,10426,51932,2019,12,2017,11,
Iowa,591614,150585,138657,11928,2019,12,2017,10,
Pennsylvania,2716032,784649,744117,40532,2019,12,2017,10,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Delaware,211120,62628,10459,52169,2019,12,2017,12,
Texas,4338627,,,,2019,12,2017,11,
North Carolina,2132020,,,,2019,12,2017,10,
Nebraska,243059,,,,2019,12,2017,12,
Totals,76703905,15690724,12296275,3394449,2019,12,2017,12,
North Carolina,2142244,,,,2019,12,2017,12,
Arizona,1928983,429852,112822,317030,2019,12,2017,12,
Washington,1793108,574406,561502,12904,2019,12,2017,10,
New Jersey,1690483,558743,558743,0,2019,12,2017,10,
Maine,256843,0,0,0,2019,12,2017,12,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Louisiana,1636833,466633,466633,0,2019,12,2017,12,"Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Alabama,1017469,,,,2019,12,2017,12,
Amer. Samoa,27898,,,,2019,12,2017,11,
Maine,256109,0,0,0,2019,12,2017,11,"Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Florida,4003838,,,,2019,12,2017,11,
Alabama,1019025,,,,2019,12,2017,10,
Missouri,969706,,,,2019,12,2017,11,
New Hampshire,192157,57390,57249,141,2019,12,2017,12,"New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Vermont,178237,58434,0,58434,2019,12,2017,10,
Hawaii,327747,117152,21978,95174,2019,12,2017,10,
Massachusetts,1645415,336724,0,336724,2019,12,2017,11,
Pennsylvania,2726037,789300,748610,40690,2019,12,2017,11,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Iowa,586260,149850,137786,12064,2019,12,2017,11,
North Dakota,94161,21129,20054,1075,2019,12,2017,11,
Georgia,1949271,,,,2019,12,2017,12,
Arizona,1937561,430812,113290,317522,2019,12,2017,10,
Utah,298583,,,,2019,12,2017,12,
Massachusetts,1772768,355816,0,355816,2019,12,2017,10,
North Dakota,92348,20305,19250,1055,2019,12,2017,10,
Georgia,1935794,,,,2019,12,2017,10,
Kentucky,1346450,481755,481755,0,2019,12,2017,10,
Oregon,967628,460722,384566,76156,2019,12,2017,11,
Colorado,1318334,424402,422087,2315,2019,12,2017,12,
Tennessee,1606588,,,,2019,12,2017,10,
