State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
"American Samoa",40517,,,,2017,9,2016,9,
Idaho,311423,,,,2017,9,2016,9,
Oregon,1061387,524695,444627,80068,2017,9,2016,7,
"New Jersey",1699308,563959,563959,,2017,9,2016,8,
"Rhode Island",286518,61239,61239,,2017,9,2016,8,
Massachusetts,1832443,384776,,384776,2017,9,2016,7,
Kentucky,1306565,457435,457435,,2017,9,2016,9,
"New Jersey",1694016,559844,559844,,2017,9,2016,9,
Illinois,2915389,681528,648149,33379,2017,9,2016,8,
Alaska,162203,25257,25257,,2017,9,2016,9,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Alabama,1037037,,,,2017,9,2016,7,
Kentucky,1306031,458385,458385,,2017,9,2016,8,
Idaho,309183,,,,2017,9,2016,7,
Colorado,1338692,450850,448590,2260,2017,9,2016,8,
Wisconsin,1193804,,,,2017,9,2016,8,
"South Dakota",108070,,,,2017,9,2016,7,
Illinois,2911802,678900,646321,32579,2017,9,2016,7,
Oregon,1001224,485737,408395,77342,2017,9,2016,9,
Nevada,597429,203163,203163,,2017,9,2016,9,
Louisiana,1547806,288584,288584,,2017,9,2016,7,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
"District of Columbia",240034,117439,75188,42251,2017,9,2016,7,
"North Dakota",93599,21006,20005,1001,2017,9,2016,9,"Awaiting state reporting/enrollment reasonableness review in progress"
"New York",6128726,1888489,273652,1614837,2017,9,2016,8,
Indiana,1314616,402951,246273,156678,2017,9,2016,7,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
"District of Columbia",235418,118582,75422,43160,2017,9,2016,8,
"Virgin Islands",22810,4145,,4145,2017,9,2016,8,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Arkansas,909814,307264,296757,10507,2017,9,2016,7,
"District of Columbia",242601,122170,76491,45679,2017,9,2016,9,
Missouri,983572,,,,2017,9,2016,9,
"South Dakota",108051,,,,2017,9,2016,9,
Illinois,2903904,679330,645395,33935,2017,9,2016,9,
Georgia,1860143,,,,2017,9,2016,8,
Washington,1818645,597229,582523,14706,2017,9,2016,7,
Iowa,594879,149143,138343,10800,2017,9,2016,8,
Hawaii,330837,113255,21074,92181,2017,9,2016,8,
Kansas,407918,,,,2017,9,2016,9,
Maryland,1156987,273965,273965,,2017,9,2016,8,
Guam,35059,3345,,3345,2017,9,2016,9,
Utah,332287,,,,2017,9,2016,7,
Ohio,3053406,713523,656058,57465,2017,9,2016,8,
Maine,263764,,,,2017,9,2016,9,
Totals,75091112,14950167,11567039,3383128,2017,9,2016,9,
Louisiana,1571862,324122,324122,,2017,9,2016,9,"Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Utah,331913,,,,2017,9,2016,9,
Nebraska,237714,,,,2017,9,2016,8,
"North Carolina",2063552,,,,2017,9,2016,9,
Maine,264302,,,,2017,9,2016,8,
Texas,4309855,,,,2017,9,2016,7,
Kansas,406903,,,,2017,9,2016,8,
Massachusetts,1833781,379555,,379555,2017,9,2016,9,
"New York",6127075,1892714,272329,1620385,2017,9,2016,7,
Montana,208636,54775,54775,,2017,9,2016,7,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Kansas,403697,,,,2017,9,2016,7,
Arizona,1920786,421259,108408,312851,2017,9,2016,9,
Texas,4342578,,,,2017,9,2016,8,
Vermont,189882,59470,,59470,2017,9,2016,9,
"N. Mariana Islands",17000,,,,2017,9,2016,8,
"Puerto Rico",1281065,382368,,382368,2017,9,2016,7,
Mississippi,722015,,,,2017,9,2016,7,
"Rhode Island",285492,61512,61512,,2017,9,2016,9,
Oklahoma,671137,,,,2017,9,2016,8,
Montana,205694,54756,54756,,2017,9,2016,8,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Mississippi,719344,,,,2017,9,2016,8,
"New York",6103806,1869318,273067,1596251,2017,9,2016,9,
Connecticut,857309,216913,201597,15316,2017,9,2016,9,
Wyoming,64156,,,,2017,9,2016,7,
Hawaii,329234,115642,20853,94789,2017,9,2016,7,
"Virgin Islands",23177,4389,,4389,2017,9,2016,7,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Wyoming,63900,,,,2017,9,2016,9,
California,12159504,3576427,3576427,0,2017,9,2016,8,"Awaiting state reporting/enrollment reasonableness review in progress"
Guam,35689,3365,,3365,2017,9,2016,8,
"West Virginia",565742,178898,178898,,2017,9,2016,7,
Pennsylvania,2799338,751041,707912,43129,2017,9,2016,9,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Massachusetts,1841526,384561,,384561,2017,9,2016,8,
Virginia,999546,,,,2017,9,2016,9,
