State,"Total Medicaid Enrollees","Total VIII Group Enrollees","Total VIII Group Newly Eligible Enrollees","Total VIII Group Not Newly Eligible Enrollees","Updated Year","Updated Month","Enrollment Year","Enrollment Month",Notes
Texas,4332544,,,,2017,9,2016,2,
Alaska,151673,17840,17840,,2017,9,2016,2,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
"N. Mariana Islands",17000,,,,2017,9,2016,3,
"New Jersey",1702020,560344,560344,,2017,9,2016,1,
"North Dakota",91835,20928,19957,971,2017,9,2016,2,"Awaiting state reporting/enrollment reasonableness review in progress"
"North Carolina",2021700,,,,2017,9,2016,1,
Guam,36087,3033,,3033,2017,9,2016,2,
Minnesota,1246032,222897,222303,594,2017,9,2016,1,
Alaska,154297,19265,19265,,2017,9,2016,3,"Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Mississippi,726638,,,,2017,9,2016,1,
"American Samoa",40517,,,,2017,9,2016,1,
Illinois,2950901,686627,657551,29076,2017,9,2016,3,
Hawaii,323301,111557,32621,78936,2017,9,2016,2,
Washington,1811835,592910,577915,14995,2017,9,2016,3,
California,13029364,3625526,3625526,0,2017,9,2016,3,"Awaiting state reporting/enrollment reasonableness review in progress"
Idaho,304470,,,,2017,9,2016,2,
Texas,4320074,,,,2017,9,2016,3,
Ohio,3161019,706117,648400,57717,2017,9,2016,2,
Oklahoma,669196,,,,2017,9,2016,1,
Utah,336329,,,,2017,9,2016,2,
Illinois,2967087,687673,660610,27063,2017,9,2016,1,
"South Dakota",109092,,,,2017,9,2016,2,
Utah,337586,,,,2017,9,2016,3,
Oklahoma,664976,,,,2017,9,2016,3,
"North Dakota",92586,21175,20204,971,2017,9,2016,3,"Awaiting state reporting/enrollment reasonableness review in progress"
"N. Mariana Islands",17000,,,,2017,9,2016,1,
Montana,196696,43550,43550,,2017,9,2016,2,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
"Virgin Islands",24229,3887,,3887,2017,9,2016,3,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Missouri,969209,,,,2017,9,2016,2,
Iowa,590695,149316,138485,10831,2017,9,2016,2,
Colorado,1308021,416433,414352,2081,2017,9,2016,1,
"West Virginia",565524,179972,179972,,2017,9,2016,3,
Michigan,2317216,636668,592377,44291,2017,9,2016,2,"Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
"Virgin Islands",24241,3469,,3469,2017,9,2016,1,"Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
"North Carolina",2042947,,,,2017,9,2016,3,
"American Samoa",40517,,,,2017,9,2016,3,
Connecticut,836716,193209,180737,12472,2017,9,2016,1,
Kentucky,1281313,443292,443292,,2017,9,2016,2,
Indiana,1271823,371378,226789,144589,2017,9,2016,2,"Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Florida,4031259,,,,2017,9,2016,1,
Kansas,367470,,,,2017,9,2016,1,
Kentucky,1274341,439263,439263,,2017,9,2016,1,
"South Carolina",1182911,,,,2017,9,2016,1,
Wisconsin,1201778,,,,2017,9,2016,2,
Massachusetts,1830632,394574,,394574,2017,9,2016,1,
Pennsylvania,2747729,702758,664051,38707,2017,9,2016,3,"Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Arkansas,925105,279089,267364,11725,2017,9,2016,1,
Kansas,384903,,,,2017,9,2016,3,
Nebraska,233747,,,,2017,9,2016,2,
"American Samoa",40517,,,,2017,9,2016,2,
Texas,4326083,,,,2017,9,2016,1,
Montana,201305,46688,46688,,2017,9,2016,3,"Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
